time,2020/6/1 12:00,2020/6/1 13:00,2020/6/1 14:00,2020/6/1 15:00,2020/6/1 16:00,2020/6/1 17:00,2020/6/1 18:00,2020/6/1 19:00,2020/6/1 20:00,2020/6/1 21:00,2020/6/1 22:00,2020/6/1 23:00,2020/6/2 0:00,2020/6/2 1:00,2020/6/2 2:00,2020/6/2 3:00,2020/6/2 4:00,2020/6/2 5:00,2020/6/2 6:00,2020/6/2 7:00,2020/6/2 8:00,2020/6/2 9:00,2020/6/2 10:00,2020/6/2 11:00,2020/6/2 12:00,2020/6/2 13:00,2020/6/2 14:00,2020/6/2 15:00,2020/6/2 16:00,2020/6/2 17:00,2020/6/2 18:00,2020/6/2 19:00,2020/6/2 20:00,2020/6/2 21:00,2020/6/2 22:00,2020/6/2 23:00,2020/6/3 0:00,2020/6/3 1:00,2020/6/3 2:00,2020/6/3 3:00,2020/6/3 4:00,2020/6/3 5:00,2020/6/3 6:00,2020/6/3 7:00,2020/6/3 8:00,2020/6/3 9:00,2020/6/3 10:00,2020/6/3 11:00,2020/6/3 12:00,2020/6/3 13:00,2020/6/3 14:00,2020/6/3 15:00,2020/6/3 16:00,2020/6/3 17:00,2020/6/3 18:00,2020/6/3 19:00,2020/6/3 20:00,2020/6/3 21:00,2020/6/3 22:00,2020/6/3 23:00,2020/6/4 0:00,2020/6/4 1:00,2020/6/4 2:00,2020/6/4 3:00,2020/6/4 4:00,2020/6/4 5:00,2020/6/4 6:00,2020/6/4 7:00,2020/6/4 8:00,2020/6/4 9:00,2020/6/4 10:00,2020/6/4 11:00,2020/6/4 12:00,2020/6/4 13:00,2020/6/4 14:00,2020/6/4 15:00,2020/6/4 16:00,2020/6/4 17:00,2020/6/4 18:00,2020/6/4 19:00,2020/6/4 20:00,2020/6/4 21:00,2020/6/4 22:00,2020/6/4 23:00,2020/6/5 0:00,2020/6/5 1:00,2020/6/5 2:00,2020/6/5 3:00,2020/6/5 4:00,2020/6/5 5:00,2020/6/5 6:00,2020/6/5 7:00,2020/6/5 8:00,2020/6/5 9:00,2020/6/5 10:00,2020/6/5 11:00,2020/6/5 12:00,2020/6/5 13:00,2020/6/5 14:00,2020/6/5 15:00
hoge84,256,15,179,NA,-2114.666667,-3202.333333,-348.6666667,171.6666667,170.1666667,886.3888889,NA,-6138.125397,-8307.049206,-10475.97302,167.1666667,165.6666667,-310.9444444,NA,-13225.45873,-15394.38254,-17563.30635,162.6666667,161.1666667,-1508.277778,NA,-20312.79206,-22481.71587,-24650.63968,158.1666667,156.6666667,-2705.611111,NA,-27400.1254,-29569.04921,-31737.97302,153.6666667,152.1666667,-3902.944444,NA,-34487.45873,-36656.38254,-38825.30635,149.1666667,147.6666667,-5100.277778,NA,-41574.79206,-43743.71587,-45912.63968,144.6666667,143.1666667,-6297.611111,NA,-48662.1254,-50831.04921,-52999.97302,140.1666667,138.6666667,-7494.944444,NA,-55749.45873,-57918.38254,-60087.30635,135.6666667,134.1666667,-8692.277778,NA,-62836.79206,-65005.71587,-67174.63968,131.1666667,129.6666667,-9889.611111,NA,-69924.1254,-72093.04921,-74261.97302,126.6666667,125.1666667,-11086.94444,NA,-77011.45873,-79180.38254,-81349.30635,122.1666667,120.6666667,-12284.27778,NA,-84098.79206,-86267.71587,-88436.63968,117.6666667,116.1666667,-13481.61111,NA,-91186.1254,-93355.04921,-95523.97302,113.1666667,111.6666667
hoge85,124,23,179,-68,-2142.666667,-3242.833333,-353.6666667,143.2857143,146.8928571,895.4722222,-2047.092857,-6214.149206,-8409.376587,-10604.60397,168.5357143,172.1428571,-316.7361111,-831.8428571,-13387.60754,-15582.83492,-17778.0623,193.7857143,197.3928571,-1528.944444,383.4071429,-20561.06587,-22756.29325,-24951.52063,219.0357143,222.6428571,-2741.152778,1598.657143,-27734.52421,-29929.75159,-32124.97897,244.2857143,247.8928571,-3953.361111,2813.907143,-34907.98254,-37103.20992,-39298.4373,269.5357143,273.1428571,-5165.569444,4029.157143,-42081.44087,-44276.66825,-46471.89563,294.7857143,298.3928571,-6377.777778,5244.407143,-49254.89921,-51450.12659,-53645.35397,320.0357143,323.6428571,-7589.986111,6459.657143,-56428.35754,-58623.58492,-60818.8123,345.2857143,348.8928571,-8802.194444,7674.907143,-63601.81587,-65797.04325,-67992.27063,370.5357143,374.1428571,-10014.40278,8890.157143,-70775.27421,-72970.50159,-75165.72897,395.7857143,399.3928571,-11226.61111,10105.40714,-77948.73254,-80143.95992,-82339.1873,421.0357143,424.6428571,-12438.81944,11320.65714,-85122.19087,-87317.41825,-89512.64563,446.2857143,449.8928571,-13651.02778,12535.90714,-92295.64921,-94490.87659,-96686.10397,471.5357143,475.1428571
hoge86,NA,NA,179,-70,-2170.666667,-3283.333333,-358.6666667,NA,NA,904.5555556,-2086.4,-6290.173016,-8511.703968,-10733.23492,NA,NA,-322.5277778,-849.9,-13549.75635,-15771.2873,-17992.81825,NA,NA,-1549.611111,386.6,-20809.33968,-23030.87063,-25252.40159,NA,NA,-2776.694444,1623.1,-28068.92302,-30290.45397,-32511.98492,NA,NA,-4003.777778,2859.6,-35328.50635,-37550.0373,-39771.56825,NA,NA,-5230.861111,4096.1,-42588.08968,-44809.62063,-47031.15159,NA,NA,-6457.944444,5332.6,-49847.67302,-52069.20397,-54290.73492,NA,NA,-7685.027778,6569.1,-57107.25635,-59328.7873,-61550.31825,NA,NA,-8912.111111,7805.6,-64366.83968,-66588.37063,-68809.90159,NA,NA,-10139.19444,9042.1,-71626.42302,-73847.95397,-76069.48492,NA,NA,-11366.27778,10278.6,-78886.00635,-81107.5373,-83329.06825,NA,NA,-12593.36111,11515.1,-86145.58968,-88367.12063,-90588.65159,NA,NA,-13820.44444,12751.6,-93405.17302,-95626.70397,-97848.23492,NA,NA
hoge87,256,15,179,NA,-2198.666667,-3323.833333,-363.6666667,171.6666667,170.1666667,913.6388889,NA,-6366.196825,-8614.031349,-10861.86587,167.1666667,165.6666667,-328.3194444,NA,-13711.90516,-15959.73968,-18207.57421,162.6666667,161.1666667,-1570.277778,NA,-21057.61349,-23305.44802,-25553.28254,158.1666667,156.6666667,-2812.236111,NA,-28403.32183,-30651.15635,-32898.99087,153.6666667,152.1666667,-4054.194444,NA,-35749.03016,-37996.86468,-40244.69921,149.1666667,147.6666667,-5296.152778,NA,-43094.73849,-45342.57302,-47590.40754,144.6666667,143.1666667,-6538.111111,NA,-50440.44683,-52688.28135,-54936.11587,140.1666667,138.6666667,-7780.069444,NA,-57786.15516,-60033.98968,-62281.82421,135.6666667,134.1666667,-9022.027778,NA,-65131.86349,-67379.69802,-69627.53254,131.1666667,129.6666667,-10263.98611,NA,-72477.57183,-74725.40635,-76973.24087,126.6666667,125.1666667,-11505.94444,NA,-79823.28016,-82071.11468,-84318.94921,122.1666667,120.6666667,-12747.90278,NA,-87168.98849,-89416.82302,-91664.65754,117.6666667,116.1666667,-13989.86111,NA,-94514.69683,-96762.53135,-99010.36587,113.1666667,111.6666667
hoge88,124,23,179,-72,-2226.666667,-3364.333333,-368.6666667,143.2857143,146.8928571,922.7222222,-2125.707143,-6442.220635,-8716.35873,-10990.49683,168.5357143,172.1428571,-334.1111111,-867.9571429,-13874.05397,-16148.19206,-18422.33016,193.7857143,197.3928571,-1590.944444,389.7928571,-21305.8873,-23580.0254,-25854.16349,219.0357143,222.6428571,-2847.777778,1647.542857,-28737.72063,-31011.85873,-33285.99683,244.2857143,247.8928571,-4104.611111,2905.292857,-36169.55397,-38443.69206,-40717.83016,269.5357143,273.1428571,-5361.444444,4163.042857,-43601.3873,-45875.5254,-48149.66349,294.7857143,298.3928571,-6618.277778,5420.792857,-51033.22063,-53307.35873,-55581.49683,320.0357143,323.6428571,-7875.111111,6678.542857,-58465.05397,-60739.19206,-63013.33016,345.2857143,348.8928571,-9131.944444,7936.292857,-65896.8873,-68171.0254,-70445.16349,370.5357143,374.1428571,-10388.77778,9194.042857,-73328.72063,-75602.85873,-77876.99683,395.7857143,399.3928571,-11645.61111,10451.79286,-80760.55397,-83034.69206,-85308.83016,421.0357143,424.6428571,-12902.44444,11709.54286,-88192.3873,-90466.5254,-92740.66349,446.2857143,449.8928571,-14159.27778,12967.29286,-95624.22063,-97898.35873,-100172.4968,471.5357143,475.1428571
hoge89,NA,NA,179,-74,-2254.666667,-3404.833333,-373.6666667,NA,NA,931.8055556,-2165.014286,-6518.244444,-8818.686111,-11119.12778,NA,NA,-339.9027778,-886.0142857,-14036.20278,-16336.64444,-18637.08611,NA,NA,-1611.611111,392.9857143,-21554.16111,-23854.60278,-26155.04444,NA,NA,-2883.319444,1671.985714,-29072.11944,-31372.56111,-33673.00278,NA,NA,-4155.027778,2950.985714,-36590.07778,-38890.51944,-41190.96111,NA,NA,-5426.736111,4229.985714,-44108.03611,-46408.47778,-48708.91944,NA,NA,-6698.444444,5508.985714,-51625.99444,-53926.43611,-56226.87778,NA,NA,-7970.152778,6787.985714,-59143.95278,-61444.39444,-63744.83611,NA,NA,-9241.861111,8066.985714,-66661.91111,-68962.35278,-71262.79444,NA,NA,-10513.56944,9345.985714,-74179.86944,-76480.31111,-78780.75278,NA,NA,-11785.27778,10624.98571,-81697.82778,-83998.26944,-86298.71111,NA,NA,-13056.98611,11903.98571,-89215.78611,-91516.22778,-93816.66944,NA,NA,-14328.69444,13182.98571,-96733.74444,-99034.18611,-101334.6278,NA,NA
hoge90,256,15,179,NA,-2282.666667,-3445.333333,-378.6666667,171.6666667,170.1666667,940.8888889,NA,-6594.268254,-8921.013492,-11247.75873,167.1666667,165.6666667,-345.6944444,NA,-14198.35159,-16525.09683,-18851.84206,162.6666667,161.1666667,-1632.277778,NA,-21802.43492,-24129.18016,-26455.9254,158.1666667,156.6666667,-2918.861111,NA,-29406.51825,-31733.26349,-34060.00873,153.6666667,152.1666667,-4205.444444,NA,-37010.60159,-39337.34683,-41664.09206,149.1666667,147.6666667,-5492.027778,NA,-44614.68492,-46941.43016,-49268.1754,144.6666667,143.1666667,-6778.611111,NA,-52218.76825,-54545.51349,-56872.25873,140.1666667,138.6666667,-8065.194444,NA,-59822.85159,-62149.59683,-64476.34206,135.6666667,134.1666667,-9351.777778,NA,-67426.93492,-69753.68016,-72080.4254,131.1666667,129.6666667,-10638.36111,NA,-75031.01825,-77357.76349,-79684.50873,126.6666667,125.1666667,-11924.94444,NA,-82635.10159,-84961.84683,-87288.59206,122.1666667,120.6666667,-13211.52778,NA,-90239.18492,-92565.93016,-94892.6754,117.6666667,116.1666667,-14498.11111,NA,-97843.26825,-100170.0135,-102496.7587,113.1666667,111.6666667
hoge91,124,23,179,-76,-2310.666667,-3485.833333,-383.6666667,143.2857143,146.8928571,949.9722222,-2204.321429,-6670.292063,-9023.340873,-11376.38968,168.5357143,172.1428571,-351.4861111,-904.0714286,-14360.5004,-16713.54921,-19066.59802,193.7857143,197.3928571,-1652.944444,396.1785714,-22050.70873,-24403.75754,-26756.80635,219.0357143,222.6428571,-2954.402778,1696.428571,-29740.91706,-32093.96587,-34447.01468,244.2857143,247.8928571,-4255.861111,2996.678571,-37431.1254,-39784.17421,-42137.22302,269.5357143,273.1428571,-5557.319444,4296.928571,-45121.33373,-47474.38254,-49827.43135,294.7857143,298.3928571,-6858.777778,5597.178571,-52811.54206,-55164.59087,-57517.63968,320.0357143,323.6428571,-8160.236111,6897.428571,-60501.7504,-62854.79921,-65207.84802,345.2857143,348.8928571,-9461.694444,8197.678571,-68191.95873,-70545.00754,-72898.05635,370.5357143,374.1428571,-10763.15278,9497.928571,-75882.16706,-78235.21587,-80588.26468,395.7857143,399.3928571,-12064.61111,10798.17857,-83572.3754,-85925.42421,-88278.47302,421.0357143,424.6428571,-13366.06944,12098.42857,-91262.58373,-93615.63254,-95968.68135,446.2857143,449.8928571,-14667.52778,13398.67857,-98952.79206,-101305.8409,-103658.8897,471.5357143,475.1428571
hoge92,NA,NA,179,-78,-2338.666667,-3526.333333,-388.6666667,NA,NA,959.0555556,-2243.628571,-6746.315873,-9125.668254,-11505.02063,NA,NA,-357.2777778,-922.1285714,-14522.64921,-16902.00159,-19281.35397,NA,NA,-1673.611111,399.3714286,-22298.98254,-24678.33492,-27057.6873,NA,NA,-2989.944444,1720.871429,-30075.31587,-32454.66825,-34834.02063,NA,NA,-4306.277778,3042.371429,-37851.64921,-40231.00159,-42610.35397,NA,NA,-5622.611111,4363.871429,-45627.98254,-48007.33492,-50386.6873,NA,NA,-6938.944444,5685.371429,-53404.31587,-55783.66825,-58163.02063,NA,NA,-8255.277778,7006.871429,-61180.64921,-63560.00159,-65939.35397,NA,NA,-9571.611111,8328.371429,-68956.98254,-71336.33492,-73715.6873,NA,NA,-10887.94444,9649.871429,-76733.31587,-79112.66825,-81492.02063,NA,NA,-12204.27778,10971.37143,-84509.64921,-86889.00159,-89268.35397,NA,NA,-13520.61111,12292.87143,-92285.98254,-94665.33492,-97044.6873,NA,NA,-14836.94444,13614.37143,-100062.3159,-102441.6683,-104821.0206,NA,NA
hoge93,256,15,179,NA,-2366.666667,-3566.833333,-393.6666667,171.6666667,170.1666667,968.1388889,NA,-6822.339683,-9227.995635,-11633.65159,167.1666667,165.6666667,-363.0694444,NA,-14684.79802,-17090.45397,-19496.10992,162.6666667,161.1666667,-1694.277778,NA,-22547.25635,-24952.9123,-27358.56825,158.1666667,156.6666667,-3025.486111,NA,-30409.71468,-32815.37063,-35221.02659,153.6666667,152.1666667,-4356.694444,NA,-38272.17302,-40677.82897,-43083.48492,149.1666667,147.6666667,-5687.902778,NA,-46134.63135,-48540.2873,-50945.94325,144.6666667,143.1666667,-7019.111111,NA,-53997.08968,-56402.74563,-58808.40159,140.1666667,138.6666667,-8350.319444,NA,-61859.54802,-64265.20397,-66670.85992,135.6666667,134.1666667,-9681.527778,NA,-69722.00635,-72127.6623,-74533.31825,131.1666667,129.6666667,-11012.73611,NA,-77584.46468,-79990.12063,-82395.77659,126.6666667,125.1666667,-12343.94444,NA,-85446.92302,-87852.57897,-90258.23492,122.1666667,120.6666667,-13675.15278,NA,-93309.38135,-95715.0373,-98120.69325,117.6666667,116.1666667,-15006.36111,NA,-101171.8397,-103577.4956,-105983.1516,113.1666667,111.6666667
hoge94,124,23,179,-80,-2394.666667,-3607.333333,-398.6666667,143.2857143,146.8928571,977.2222222,-2282.935714,-6898.363492,-9330.323016,-11762.28254,168.5357143,172.1428571,-368.8611111,-940.1857143,-14846.94683,-17278.90635,-19710.86587,193.7857143,197.3928571,-1714.944444,402.5642857,-22795.53016,-25227.48968,-27659.44921,219.0357143,222.6428571,-3061.027778,1745.314286,-30744.11349,-33176.07302,-35608.03254,244.2857143,247.8928571,-4407.111111,3088.064286,-38692.69683,-41124.65635,-43556.61587,269.5357143,273.1428571,-5753.194444,4430.814286,-46641.28016,-49073.23968,-51505.19921,294.7857143,298.3928571,-7099.277778,5773.564286,-54589.86349,-57021.82302,-59453.78254,320.0357143,323.6428571,-8445.361111,7116.314286,-62538.44683,-64970.40635,-67402.36587,345.2857143,348.8928571,-9791.444444,8459.064286,-70487.03016,-72918.98968,-75350.94921,370.5357143,374.1428571,-11137.52778,9801.814286,-78435.61349,-80867.57302,-83299.53254,395.7857143,399.3928571,-12483.61111,11144.56429,-86384.19683,-88816.15635,-91248.11587,421.0357143,424.6428571,-13829.69444,12487.31429,-94332.78016,-96764.73968,-99196.69921,446.2857143,449.8928571,-15175.77778,13830.06429,-102281.3635,-104713.323,-107145.2825,471.5357143,475.1428571
hoge95,NA,NA,179,-82,-2422.666667,-3647.833333,-403.6666667,NA,NA,986.3055556,-2322.242857,-6974.387302,-9432.650397,-11890.91349,NA,NA,-374.6527778,-958.2428571,-15009.09563,-17467.35873,-19925.62183,NA,NA,-1735.611111,405.7571429,-23043.80397,-25502.06706,-27960.33016,NA,NA,-3096.569444,1769.757143,-31078.5123,-33536.7754,-35995.03849,NA,NA,-4457.527778,3133.757143,-39113.22063,-41571.48373,-44029.74683,NA,NA,-5818.486111,4497.757143,-47147.92897,-49606.19206,-52064.45516,NA,NA,-7179.444444,5861.757143,-55182.6373,-57640.9004,-60099.16349,NA,NA,-8540.402778,7225.757143,-63217.34563,-65675.60873,-68133.87183,NA,NA,-9901.361111,8589.757143,-71252.05397,-73710.31706,-76168.58016,NA,NA,-11262.31944,9953.757143,-79286.7623,-81745.0254,-84203.28849,NA,NA,-12623.27778,11317.75714,-87321.47063,-89779.73373,-92237.99683,NA,NA,-13984.23611,12681.75714,-95356.17897,-97814.44206,-100272.7052,NA,NA,-15345.19444,14045.75714,-103390.8873,-105849.1504,-108307.4135,NA,NA
hoge96,256,15,179,NA,-2450.666667,-3688.333333,-408.6666667,171.6666667,170.1666667,995.3888889,NA,-7050.411111,-9534.977778,-12019.54444,167.1666667,165.6666667,-380.4444444,NA,-15171.24444,-17655.81111,-20140.37778,162.6666667,161.1666667,-1756.277778,NA,-23292.07778,-25776.64444,-28261.21111,158.1666667,156.6666667,-3132.111111,NA,-31412.91111,-33897.47778,-36382.04444,153.6666667,152.1666667,-4507.944444,NA,-39533.74444,-42018.31111,-44502.87778,149.1666667,147.6666667,-5883.777778,NA,-47654.57778,-50139.14444,-52623.71111,144.6666667,143.1666667,-7259.611111,NA,-55775.41111,-58259.97778,-60744.54444,140.1666667,138.6666667,-8635.444444,NA,-63896.24444,-66380.81111,-68865.37778,135.6666667,134.1666667,-10011.27778,NA,-72017.07778,-74501.64444,-76986.21111,131.1666667,129.6666667,-11387.11111,NA,-80137.91111,-82622.47778,-85107.04444,126.6666667,125.1666667,-12762.94444,NA,-88258.74444,-90743.31111,-93227.87778,122.1666667,120.6666667,-14138.77778,NA,-96379.57778,-98864.14444,-101348.7111,117.6666667,116.1666667,-15514.61111,NA,-104500.4111,-106984.9778,-109469.5444,113.1666667,111.6666667
hoge97,124,23,179,-84,-2478.666667,-3728.833333,-413.6666667,143.2857143,146.8928571,1004.472222,-2361.55,-7126.434921,-9637.305159,-12148.1754,168.5357143,172.1428571,-386.2361111,-976.3,-15333.39325,-17844.26349,-20355.13373,193.7857143,197.3928571,-1776.944444,408.95,-23540.35159,-26051.22183,-28562.09206,219.0357143,222.6428571,-3167.652778,1794.2,-31747.30992,-34258.18016,-36769.0504,244.2857143,247.8928571,-4558.361111,3179.45,-39954.26825,-42465.13849,-44976.00873,269.5357143,273.1428571,-5949.069444,4564.7,-48161.22659,-50672.09683,-53182.96706,294.7857143,298.3928571,-7339.777778,5949.95,-56368.18492,-58879.05516,-61389.9254,320.0357143,323.6428571,-8730.486111,7335.2,-64575.14325,-67086.01349,-69596.88373,345.2857143,348.8928571,-10121.19444,8720.45,-72782.10159,-75292.97183,-77803.84206,370.5357143,374.1428571,-11511.90278,10105.7,-80989.05992,-83499.93016,-86010.8004,395.7857143,399.3928571,-12902.61111,11490.95,-89196.01825,-91706.88849,-94217.75873,421.0357143,424.6428571,-14293.31944,12876.2,-97402.97659,-99913.84683,-102424.7171,446.2857143,449.8928571,-15684.02778,14261.45,-105609.9349,-108120.8052,-110631.6754,471.5357143,475.1428571
hoge98,NA,NA,179,-86,-2506.666667,-3769.333333,-418.6666667,NA,NA,1013.555556,-2400.857143,-7202.45873,-9739.63254,-12276.80635,NA,NA,-392.0277778,-994.3571429,-15495.54206,-18032.71587,-20569.88968,NA,NA,-1797.611111,412.1428571,-23788.6254,-26325.79921,-28862.97302,NA,NA,-3203.194444,1818.642857,-32081.70873,-34618.88254,-37156.05635,NA,NA,-4608.777778,3225.142857,-40374.79206,-42911.96587,-45449.13968,NA,NA,-6014.361111,4631.642857,-48667.8754,-51205.04921,-53742.22302,NA,NA,-7419.944444,6038.142857,-56960.95873,-59498.13254,-62035.30635,NA,NA,-8825.527778,7444.642857,-65254.04206,-67791.21587,-70328.38968,NA,NA,-10231.11111,8851.142857,-73547.1254,-76084.29921,-78621.47302,NA,NA,-11636.69444,10257.64286,-81840.20873,-84377.38254,-86914.55635,NA,NA,-13042.27778,11664.14286,-90133.29206,-92670.46587,-95207.63968,NA,NA,-14447.86111,13070.64286,-98426.3754,-100963.5492,-103500.723,NA,NA,-15853.44444,14477.14286,-106719.4587,-109256.6325,-111793.8063,NA,NA
hoge99,256,15,179,NA,-2534.666667,-3809.833333,-423.6666667,171.6666667,170.1666667,1022.638889,NA,-7278.48254,-9841.959921,-12405.4373,167.1666667,165.6666667,-397.8194444,NA,-15657.69087,-18221.16825,-20784.64563,162.6666667,161.1666667,-1818.277778,NA,-24036.89921,-26600.37659,-29163.85397,158.1666667,156.6666667,-3238.736111,NA,-32416.10754,-34979.58492,-37543.0623,153.6666667,152.1666667,-4659.194444,NA,-40795.31587,-43358.79325,-45922.27063,149.1666667,147.6666667,-6079.652778,NA,-49174.52421,-51738.00159,-54301.47897,144.6666667,143.1666667,-7500.111111,NA,-57553.73254,-60117.20992,-62680.6873,140.1666667,138.6666667,-8920.569444,NA,-65932.94087,-68496.41825,-71059.89563,135.6666667,134.1666667,-10341.02778,NA,-74312.14921,-76875.62659,-79439.10397,131.1666667,129.6666667,-11761.48611,NA,-82691.35754,-85254.83492,-87818.3123,126.6666667,125.1666667,-13181.94444,NA,-91070.56587,-93634.04325,-96197.52063,122.1666667,120.6666667,-14602.40278,NA,-99449.77421,-102013.2516,-104576.729,117.6666667,116.1666667,-16022.86111,NA,-107828.9825,-110392.4599,-112955.9373,113.1666667,111.6666667
hoge100,124,23,179,-88,-2562.666667,-3850.333333,-428.6666667,143.2857143,146.8928571,1031.722222,-2440.164286,-7354.506349,-9944.287302,-12534.06825,168.5357143,172.1428571,-403.6111111,-1012.414286,-15819.83968,-18409.62063,-20999.40159,193.7857143,197.3928571,-1838.944444,415.3357143,-24285.17302,-26874.95397,-29464.73492,219.0357143,222.6428571,-3274.277778,1843.085714,-32750.50635,-35340.2873,-37930.06825,244.2857143,247.8928571,-4709.611111,3270.835714,-41215.83968,-43805.62063,-46395.40159,269.5357143,273.1428571,-6144.944444,4698.585714,-49681.17302,-52270.95397,-54860.73492,294.7857143,298.3928571,-7580.277778,6126.335714,-58146.50635,-60736.2873,-63326.06825,320.0357143,323.6428571,-9015.611111,7554.085714,-66611.83968,-69201.62063,-71791.40159,345.2857143,348.8928571,-10450.94444,8981.835714,-75077.17302,-77666.95397,-80256.73492,370.5357143,374.1428571,-11886.27778,10409.58571,-83542.50635,-86132.2873,-88722.06825,395.7857143,399.3928571,-13321.61111,11837.33571,-92007.83968,-94597.62063,-97187.40159,421.0357143,424.6428571,-14756.94444,13265.08571,-100473.173,-103062.954,-105652.7349,446.2857143,449.8928571,-16192.27778,14692.83571,-108938.5063,-111528.2873,-114118.0683,471.5357143,475.1428571
hoge101,NA,NA,179,-90,-2590.666667,-3890.833333,-433.6666667,NA,NA,1040.805556,-2479.471429,-7430.530159,-10046.61468,-12662.69921,NA,NA,-409.4027778,-1030.471429,-15981.98849,-18598.07302,-21214.15754,NA,NA,-1859.611111,418.5285714,-24533.44683,-27149.53135,-29765.61587,NA,NA,-3309.819444,1867.528571,-33084.90516,-35700.98968,-38317.07421,NA,NA,-4760.027778,3316.528571,-41636.36349,-44252.44802,-46868.53254,NA,NA,-6210.236111,4765.528571,-50187.82183,-52803.90635,-55419.99087,NA,NA,-7660.444444,6214.528571,-58739.28016,-61355.36468,-63971.44921,NA,NA,-9110.652778,7663.528571,-67290.73849,-69906.82302,-72522.90754,NA,NA,-10560.86111,9112.528571,-75842.19683,-78458.28135,-81074.36587,NA,NA,-12011.06944,10561.52857,-84393.65516,-87009.73968,-89625.82421,NA,NA,-13461.27778,12010.52857,-92945.11349,-95561.19802,-98177.28254,NA,NA,-14911.48611,13459.52857,-101496.5718,-104112.6563,-106728.7409,NA,NA,-16361.69444,14908.52857,-110048.0302,-112664.1147,-115280.1992,NA,NA
hoge102,256,15,179,NA,-2618.666667,-3931.333333,-438.6666667,171.6666667,170.1666667,1049.888889,NA,-7506.553968,-10148.94206,-12791.33016,167.1666667,165.6666667,-415.1944444,NA,-16144.1373,-18786.5254,-21428.91349,162.6666667,161.1666667,-1880.277778,NA,-24781.72063,-27424.10873,-30066.49683,158.1666667,156.6666667,-3345.361111,NA,-33419.30397,-36061.69206,-38704.08016,153.6666667,152.1666667,-4810.444444,NA,-42056.8873,-44699.2754,-47341.66349,149.1666667,147.6666667,-6275.527778,NA,-50694.47063,-53336.85873,-55979.24683,144.6666667,143.1666667,-7740.611111,NA,-59332.05397,-61974.44206,-64616.83016,140.1666667,138.6666667,-9205.694444,NA,-67969.6373,-70612.0254,-73254.41349,135.6666667,134.1666667,-10670.77778,NA,-76607.22063,-79249.60873,-81891.99683,131.1666667,129.6666667,-12135.86111,NA,-85244.80397,-87887.19206,-90529.58016,126.6666667,125.1666667,-13600.94444,NA,-93882.3873,-96524.7754,-99167.16349,122.1666667,120.6666667,-15066.02778,NA,-102519.9706,-105162.3587,-107804.7468,117.6666667,116.1666667,-16531.11111,NA,-111157.554,-113799.9421,-116442.3302,113.1666667,111.6666667
hoge103,124,23,179,-92,-2646.666667,-3971.833333,-443.6666667,143.2857143,146.8928571,1058.972222,-2518.778571,-7582.577778,-10251.26944,-12919.96111,168.5357143,172.1428571,-420.9861111,-1048.528571,-16306.28611,-18974.97778,-21643.66944,193.7857143,197.3928571,-1900.944444,421.7214286,-25029.99444,-27698.68611,-30367.37778,219.0357143,222.6428571,-3380.902778,1891.971429,-33753.70278,-36422.39444,-39091.08611,244.2857143,247.8928571,-4860.861111,3362.221429,-42477.41111,-45146.10278,-47814.79444,269.5357143,273.1428571,-6340.819444,4832.471429,-51201.11944,-53869.81111,-56538.50278,294.7857143,298.3928571,-7820.777778,6302.721429,-59924.82778,-62593.51944,-65262.21111,320.0357143,323.6428571,-9300.736111,7772.971429,-68648.53611,-71317.22778,-73985.91944,345.2857143,348.8928571,-10780.69444,9243.221429,-77372.24444,-80040.93611,-82709.62778,370.5357143,374.1428571,-12260.65278,10713.47143,-86095.95278,-88764.64444,-91433.33611,395.7857143,399.3928571,-13740.61111,12183.72143,-94819.66111,-97488.35278,-100157.0444,421.0357143,424.6428571,-15220.56944,13653.97143,-103543.3694,-106212.0611,-108880.7528,446.2857143,449.8928571,-16700.52778,15124.22143,-112267.0778,-114935.7694,-117604.4611,471.5357143,475.1428571
hoge104,NA,NA,179,-94,-2674.666667,-4012.333333,-448.6666667,NA,NA,1068.055556,-2558.085714,-7658.601587,-10353.59683,-13048.59206,NA,NA,-426.7777778,-1066.585714,-16468.43492,-19163.43016,-21858.4254,NA,NA,-1921.611111,424.9142857,-25278.26825,-27973.26349,-30668.25873,NA,NA,-3416.444444,1916.414286,-34088.10159,-36783.09683,-39478.09206,NA,NA,-4911.277778,3407.914286,-42897.93492,-45592.93016,-48287.9254,NA,NA,-6406.111111,4899.414286,-51707.76825,-54402.76349,-57097.75873,NA,NA,-7900.944444,6390.914286,-60517.60159,-63212.59683,-65907.59206,NA,NA,-9395.777778,7882.414286,-69327.43492,-72022.43016,-74717.4254,NA,NA,-10890.61111,9373.914286,-78137.26825,-80832.26349,-83527.25873,NA,NA,-12385.44444,10865.41429,-86947.10159,-89642.09683,-92337.09206,NA,NA,-13880.27778,12356.91429,-95756.93492,-98451.93016,-101146.9254,NA,NA,-15375.11111,13848.41429,-104566.7683,-107261.7635,-109956.7587,NA,NA,-16869.94444,15339.91429,-113376.6016,-116071.5968,-118766.5921,NA,NA
